step,attribute,stat,value
1021,positionTheta,meanBits,26.34322966343371774656
1021,velocityMag,minBits,12.18141960442835269873
1021,velocityMag,p5Bits,16.11071998679716799074
1021,velocityMag,p25Bits,17.30476488844259819189
1021,velocityMag,p50Bits,17.87635000447767907872
1021,velocityMag,p75Bits,18.48179222941298149863
1021,velocityMag,p95Bits,19.38922730302189734175
1021,velocityMag,maxBits,20.54739025787753092800
1021,velocityMag,meanBits,17.84342164856785117877
1021,velocityTheta,minBits,16.31528840955118653255
1021,velocityTheta,p5Bits,22.85684836058305080542
1021,velocityTheta,p25Bits,25.00760873486933277832
1021,velocityTheta,p50Bits,26.08226515936665279582
1021,velocityTheta,p75Bits,26.96483376777435481131
1021,velocityTheta,p95Bits,28.55752048250279528929
1021,velocityTheta,maxBits,31.57039074915872589600
1021,velocityTheta,meanBits,25.90924432757174145081
1021,radius,minBits,5.35441123271543162332
1021,radius,p5Bits,16.13680335759977424459
1021,radius,p25Bits,18.55900702042925587421
1021,radius,p50Bits,19.76201985585053932937
1021,radius,p75Bits,20.55819397054577990502
1021,radius,p95Bits,21.35662295373697716627
1021,radius,maxBits,21.87547246347581619830
1021,radius,meanBits,19.35909263317291362227
1021,total,minBits,80.77953520145160837274
1021,total,p5Bits,94.26255716600047662723
1021,total,p25Bits,105.61188268283389390945
1021,total,p50Bits,109.12310851431885794227
1021,total,p75Bits,112.68996314061502062032
1021,total,p95Bits,118.49435390144910229537
1021,total,maxBits,127.00798687817599841310
1021,total,meanBits,108.61282863338510651374
1022,positionMagTouching,minBits,1.00000000000000000000
1022,positionMagTouching,p5Bits,1.00000011286361001339
1022,positionMagTouching,p25Bits,17.65877526208894465753
1022,positionMagTouching,p50Bits,19.91570079361099487869
1022,positionMagTouching,p75Bits,22.24453895078818632669
1022,positionMagTouching,p95Bits,24.86040593443509649774
1022,positionMagTouching,maxBits,27.60281681373373530164
1022,positionMagTouching,meanBits,19.11261887209457555059
1022,positionTheta,minBits,15.67068377411201574034
1022,positionTheta,p5Bits,23.26094671811146241680
1022,positionTheta,p25Bits,25.15084848272776341105
1022,positionTheta,p50Bits,26.66111392168373583900
1022,positionTheta,p75Bits,27.78883592045015404892
1022,positionTheta,p95Bits,28.56150440667494905256
1022,positionTheta,maxBits,28.83215196482325737293
1022,positionTheta,meanBits,26.35086364472912023871
1022,velocityMag,minBits,11.74949877839014433789
1022,velocityMag,p5Bits,16.17014486956719210298
1022,velocityMag,p25Bits,17.30778961645069102815
1022,velocityMag,p50Bits,17.88407675820246112153
1022,velocityMag,p75Bits,18.49050613978258184034
1022,velocityMag,p95Bits,19.36719534559210842417
1022,velocityMag,maxBits,20.56776700803867186096
1022,velocityMag,meanBits,17.85183230053053549113
1022,velocityTheta,minBits,17.87551180856765853378
1022,velocityTheta,p5Bits,22.74180499586445591831
1022,velocityTheta,p25Bits,25.00911849969207167987
1022,velocityTheta,p50Bits,26.10409080908686618727
1022,velocityTheta,p75Bits,26.99324699380459691156
1022,velocityTheta,p95Bits,28.60742370315172067308
1022,velocityTheta,maxBits,31.57039074915872589600
1022,velocityTheta,meanBits,25.92343279371643305353
1022,radius,minBits,5.35441123271543162332
1022,radius,p5Bits,16.13680335759977424459
1022,radius,p25Bits,18.55611174255610507089
1022,radius,p50Bits,19.76201985585053932937
1022,radius,p75Bits,20.55819397054577990502
1022,radius,p95Bits,21.35662295373697716627
1022,radius,maxBits,21.87547246347581619830
1022,radius,meanBits,19.35885617647711143263
1022,total,minBits,79.23290380729471849008
1022,total,p5Bits,93.56016353743822833167
1022,total,p25Bits,105.52027203629209850533
1022,total,p50Bits,109.18560429481057383327
1022,total,p75Bits,112.74523930697225182485
1022,total,p95Bits,118.53047889582006746423
1022,total,maxBits,126.96128393031089842680
1022,total,meanBits,108.59760378754756970920
1023,positionMagTouching,minBits,1.00000000000000000000
1023,positionMagTouching,p5Bits,1.00000011823806644884
1023,positionMagTouching,p25Bits,17.61373095927256571258
1023,positionMagTouching,p50Bits,19.93010683185657683225
1023,positionMagTouching,p75Bits,22.24561475998597259718
1023,positionMagTouching,p95Bits,24.85918643925160864683
1023,positionMagTouching,maxBits,27.60363153278520087497
1023,positionMagTouching,meanBits,19.07872040604943464359
1023,positionTheta,minBits,14.60774950399176397298
1023,positionTheta,p5Bits,23.28307117400290593423
1023,positionTheta,p25Bits,25.16002135194283795272
1023,positionTheta,p50Bits,26.68014949002609270678
1023,positionTheta,p75Bits,27.79379124849916138373
1023,positionTheta,p95Bits,28.56531742599148415707
1023,positionTheta,maxBits,28.84148653985293719870
1023,positionTheta,meanBits,26.35020187409538650058
1023,velocityMag,minBits,12.03406335832340445791
1023,velocityMag,p5Bits,16.09272305934359081903
1023,velocityMag,p25Bits,17.27826407913440931452
1023,velocityMag,p50Bits,17.89854898252870896158
1023,velocityMag,p75Bits,18.45270082607162720478
1023,velocityMag,p95Bits,19.37705938183309228862
1023,velocityMag,maxBits,20.51625742229694893126
1023,velocityMag,meanBits,17.83324563572311305393
1023,velocityTheta,minBits,15.24679990636178672503
1023,velocityTheta,p5Bits,22.86880461061856095739
1023,velocityTheta,p25Bits,25.01470980697907009471
1023,velocityTheta,p50Bits,26.11101482145423346992
1023,velocityTheta,p75Bits,26.98073994061361702279
1023,velocityTheta,p95Bits,28.68026000178944912022
1023,velocityTheta,maxBits,31.61227025713359495285
1023,velocityTheta,meanBits,25.94102430754786325906
1023,radius,minBits,5.35441123271543162332
1023,radius,p5Bits,16.13680335759977424459
1023,radius,p25Bits,18.55900702042925587421
1023,radius,p50Bits,19.76240474948303216252
1023,radius,p75Bits,20.55852170884283225405
1023,radius,p95Bits,21.35825598138795200498
1023,radius,maxBits,21.87547246347581619830
1023,radius,meanBits,19.35975583631948993002
1023,total,minBits,80.54714001920767429965
1023,total,p5Bits,93.94373531309777547449
1023,total,p25Bits,105.48272791612438936681
1023,total,p50Bits,109.09626353056529524110
1023,total,p75Bits,112.73590722969521493724
1023,total,p95Bits,118.40158683839571551744
1023,total,maxBits,127.26029042701760829459
1023,total,meanBits,108.56294805973517725306
1024,positionMagTouching,minBits,1.00000000000000000000
1024,positionMagTouching,p5Bits,1.00000012361252643700
1024,positionMagTouching,p25Bits,17.57585523574292452054
1024,positionMagTouching,p50Bits,19.89603091504521970023
1024,positionMagTouching,p75Bits,22.25511865861798099786
1024,positionMagTouching,p95Bits,24.85790716262045307872
1024,positionMagTouching,maxBits,27.60194102825956719016
1024,positionMagTouching,meanBits,19.09811006202786032304
1024,positionTheta,minBits,15.23949824691570498203
1024,positionTheta,p5Bits,23.27958102066491008486
1024,positionTheta,p25Bits,25.12560204034297228759
1024,positionTheta,p50Bits,26.67870872823955608055
1024,positionTheta,p75Bits,27.79312131066216196018
1024,positionTheta,p95Bits,28.56981966675685313817
1024,positionTheta,maxBits,28.98937924144269118187
1024,positionTheta,meanBits,26.34846982819056648850
1024,velocityMag,minBits,12.37667465967390967307
1024,velocityMag,p5Bits,16.20379617703158459108
1024,velocityMag,p25Bits,17.33917872703544915680
1024,velocityMag,p50Bits,17.89707504162448259422
1024,velocityMag,p75Bits,18.46334297058739082331
1024,velocityMag,p95Bits,19.36575374773996571776
1024,velocityMag,maxBits,20.52707285085841348860
1024,velocityMag,meanBits,17.85191699065814674441
1024,velocityTheta,minBits,15.34365758490683795401
1024,velocityTheta,p5Bits,22.78150158000547520487
1024,velocityTheta,p25Bits,25.04039548757940991663
1024,velocityTheta,p50Bits,26.09361907500686328376
1024,velocityTheta,p75Bits,26.97001712394629180380
1024,velocityTheta,p95Bits,28.62259624175343830643
1024,velocityTheta,maxBits,31.61227025713359495285
1024,velocityTheta,meanBits,25.93455833296318857606
1024,radius,minBits,5.35441123271543162332
1024,radius,p5Bits,16.14094534815648884774
1024,radius,p25Bits,18.56140160269907113388
1024,radius,p50Bits,19.76248681091436054658
1024,radius,p75Bits,20.55852170884283225405
1024,radius,p95Bits,21.35825598138795200498
1024,radius,maxBits,21.87547246347581619830
1024,radius,meanBits,19.36141523893002158729
1024,total,minBits,80.45447849828784114834
1024,total,p5Bits,94.23263783580560470909
1024,total,p25Bits,105.45592913965015213762
1024,total,p50Bits,109.16896404950333021588
1024,total,p75Bits,112.78120205049353330651
1024,total,p95Bits,118.25721416187545287357
1024,total,maxBits,127.21390023736638852370
1024,total,meanBits,108.59447045276996846042
1025,positionMagTouching,minBits,1.00000000000000000000
1025,positionMagTouching,p5Bits,1.00000010748915357794
1025,positionMagTouching,p25Bits,17.62407879500981522369
1025,positionMagTouching,p50Bits,19.90154962901374346984
1025,positionMagTouching,p75Bits,22.24668183216350314524
1025,positionMagTouching,p95Bits,24.85803583909587999301
1025,positionMagTouching,maxBits,27.60025925399828494733
1025,positionMagTouching,meanBits,19.04537332780339298210
1025,positionTheta,minBits,16.02437120603816111952
1025,positionTheta,p5Bits,23.26832080571077199238
1025,positionTheta,p25Bits,25.11331167919780682496
1025,positionTheta,p50Bits,26.68240891429274697089
1025,positionTheta,p75Bits,27.77699433656491834199
1025,positionTheta,p95Bits,28.57157721702042607603
1025,positionTheta,maxBits,28.98935463744507856632
1025,positionTheta,meanBits,26.35288115769578709546
1025,velocityMag,minBits,10.99841981856095074477
1025,velocityMag,p5Bits,16.17008353732554226667
1025,velocityMag,p25Bits,17.32257534109055896465
1025,velocityMag,p50Bits,17.90803045557243677877
1025,velocityMag,p75Bits,18.47236327947295109198
1025,velocityMag,p95Bits,19.36129184847469986153
1025,velocityMag,maxBits,20.52083782446393200871
1025,velocityMag,meanBits,17.85417057892462366908
1025,velocityTheta,minBits,16.31371230169495945006
1025,velocityTheta,p5Bits,22.57366571848521985544
1025,velocityTheta,p25Bits,24.94664157708629304011
1025,velocityTheta,p50Bits,26.11024507967204755232
1025,velocityTheta,p75Bits,26.97300239659645271217
1025,velocityTheta,p95Bits,28.64925373186581580853
1025,velocityTheta,maxBits,31.61227025713359495285
1025,velocityTheta,meanBits,25.89042111156075520739
1025,radius,minBits,5.35441123271543162332
1025,radius,p5Bits,16.14580790282146693926
1025,radius,p25Bits,18.56686640599131976614
1025,radius,p50Bits,19.76322190166137104939
1025,radius,p75Bits,20.55852170884283225405
1025,radius,p95Bits,21.35825598138795200498
1025,radius,maxBits,21.87547246347581619830
1025,radius,meanBits,19.36371549555557436406
1025,total,minBits,79.26958017599109496132
1025,total,p5Bits,93.76304923106374644703
1025,total,p25Bits,105.36232651717016040038
1025,total,p50Bits,109.13472908640150649262
1025,total,p75Bits,112.59041718560965250617
1025,total,p95Bits,118.34859712614105831108
1025,total,maxBits,127.16647728828750985031
1025,total,meanBits,108.50656167154035358635
1026,positionMagTouching,minBits,1.00000000000000000000
1026,positionMagTouching,p5Bits,1.00000012898698287245
1026,positionMagTouching,p25Bits,17.63305540636887513983
1026,positionMagTouching,p50Bits,19.87219262262763663784
1026,positionMagTouching,p75Bits,22.23673464377898767452
1026,positionMagTouching,p95Bits,24.86066813676299602776
1026,positionMagTouching,maxBits,27.59858627232446792732
1026,positionMagTouching,meanBits,19.08082491149287562848
1026,positionTheta,minBits,14.77417105951380982276
1026,positionTheta,p5Bits,23.18013994586237203066
1026,positionTheta,p25Bits,25.11061403455615703706
1026,positionTheta,p50Bits,26.68108769971362193019
1026,positionTheta,p75Bits,27.77336244569393741699
1026,positionTheta,p95Bits,28.56757259031096296553
1026,positionTheta,maxBits,28.98956844936589405393
1026,positionTheta,meanBits,26.34251239722861015480
1026,velocityMag,minBits,12.22915704598189634567
1026,velocityMag,p5Bits,16.11888584544127667186
1026,velocityMag,p25Bits,17.30967155827476489094
1026,velocityMag,p50Bits,17.91337705869590024577
1026,velocityMag,p75Bits,18.45931833365705188044
1026,velocityMag,p95Bits,19.34849424218650426610
1026,velocityMag,maxBits,20.50585987001910837080
1026,velocityMag,meanBits,17.84614692943253189128
1026,velocityTheta,minBits,13.77442593597548636808
1026,velocityTheta,p5Bits,22.69899734439360017291
1026,velocityTheta,p25Bits,24.99419246164965358048
1026,velocityTheta,p50Bits,26.11458484102571020458
1026,velocityTheta,p75Bits,26.96683216894707513234
1026,velocityTheta,p95Bits,28.60710543846782982769
1026,velocityTheta,maxBits,31.61227025713359140013
1026,velocityTheta,meanBits,25.91331706310220894807
1026,radius,minBits,5.35441123271543162332
1026,radius,p5Bits,16.15071509155559681403
1026,radius,p25Bits,18.57394623151948209738
1026,radius,p50Bits,19.76542858997622431616
1026,radius,p75Bits,20.56045311990807888947
1026,radius,p95Bits,21.35825598138795200498
1026,radius,maxBits,21.87547246347581619830
1026,radius,meanBits,19.36778241434544867161
1026,total,minBits,80.14703210702933233733
1026,total,p5Bits,94.02010909036511066006
1026,total,p25Bits,105.35614287739511496511
1026,total,p50Bits,109.12714373366509335028
1026,total,p75Bits,112.66419988468868496057
1026,total,p95Bits,118.42487067938013467483
1026,total,maxBits,127.11794215396407992102
1026,total,meanBits,108.55058371560127739031
1027,positionMagTouching,minBits,1.00000000000000000000
1027,positionMagTouching,p5Bits,1.00000013436143930790
1027,positionMagTouching,p25Bits,17.62554606066138518372
1027,positionMagTouching,p50Bits,19.83797388589992038987
1027,positionMagTouching,p75Bits,22.27423521195465738742
1027,positionMagTouching,p95Bits,24.86333734369698689193
1027,positionMagTouching,maxBits,27.59692214553527023213
1027,positionMagTouching,meanBits,19.09943490873887839143
1027,positionTheta,minBits,14.94834588016353471573
1027,positionTheta,p5Bits,23.17689534425147357410
1027,positionTheta,p25Bits,25.12031949874444691773
1027,positionTheta,p50Bits,26.67036715136612912147
1027,positionTheta,p75Bits,27.76223833303254906468
1027,positionTheta,p95Bits,28.56473669294114614559
1027,positionTheta,maxBits,28.83433633259504347279
1027,positionTheta,meanBits,26.32973284614172726492
1027,velocityMag,minBits,12.79871147496699634871
1027,velocityMag,p5Bits,16.21270613934287752045
1027,velocityMag,p25Bits,17.32791645435301575162
1027,velocityMag,p50Bits,17.88327157483207940913
1027,velocityMag,p75Bits,18.46506246578618970489
1027,velocityMag,p95Bits,19.36229018577116178790
1027,velocityMag,maxBits,20.52338127039595860879
1027,velocityMag,meanBits,17.85873502798844825179
1027,velocityTheta,minBits,14.85346034984104868215
1027,velocityTheta,p5Bits,22.69598946923827753608
1027,velocityTheta,p25Bits,25.01806070183374686167
1027,velocityTheta,p50Bits,26.11515043837293958973
1027,velocityTheta,p75Bits,26.96276223351289758057
1027,velocityTheta,p95Bits,28.65369759369736613053
1027,velocityTheta,maxBits,31.61227025713359140013
1027,velocityTheta,meanBits,25.93467974280103049978
1027,radius,minBits,5.35441123271543162332
1027,radius,p5Bits,16.15071509155559681403
1027,radius,p25Bits,18.57394623151948209738
1027,radius,p50Bits,19.76441944661357297264
1027,radius,p75Bits,20.55852170884283225405
1027,radius,p95Bits,21.35825598138795200498
1027,radius,maxBits,21.87547246347581619830
1027,radius,meanBits,19.36711335364903874279
1027,total,minBits,80.81702465868777096603
1027,total,p5Bits,94.45878065210416707487
1027,total,p25Bits,105.43895411833335629126
1027,total,p50Bits,109.06996367310384243865
1027,total,p75Bits,112.61960298644635258825
1027,total,p95Bits,118.35336017678586983948
1027,total,maxBits,127.13608993678870717758
1027,total,meanBits,108.58969587931922262669
1028,positionMagTouching,minBits,1.00000000000000000000
1028,positionMagTouching,p5Bits,1.00000016123372503785
1028,positionMagTouching,p25Bits,17.61631945009754218745
1028,positionMagTouching,p50Bits,19.86270835864701211904
1028,positionMagTouching,p75Bits,22.25513114851607099354
1028,positionMagTouching,p95Bits,24.86969189379619393776
1028,positionMagTouching,maxBits,27.59526693589605628176
1028,positionMagTouching,meanBits,19.10763913029939331523
1028,positionTheta,minBits,14.24446579117713440610
1028,positionTheta,p5Bits,23.18592474807362791012
1028,positionTheta,p25Bits,25.11928610783110116245
1028,positionTheta,p50Bits,26.66571238825320477872
1028,positionTheta,p75Bits,27.76353976146945612413
1028,positionTheta,p95Bits,28.56145907641824877032
1028,positionTheta,maxBits,28.84647446438602713670
1028,positionTheta,meanBits,26.33204714377613342435
1028,velocityMag,minBits,12.91242121846786972128
1028,velocityMag,p5Bits,16.17061898754411686241
1028,velocityMag,p25Bits,17.33253080164229231741
1028,velocityMag,p50Bits,17.90750656266366291902
1028,velocityMag,p75Bits,18.48809589576227807584
1028,velocityMag,p95Bits,19.37059472805732696088
1028,velocityMag,maxBits,20.48269712387426011446
1028,velocityMag,meanBits,17.86091146220264036515
1028,velocityTheta,minBits,15.02483702435221069038
1028,velocityTheta,p5Bits,22.66058317747306460888
1028,velocityTheta,p25Bits,25.02810596844312129861
1028,velocityTheta,p50Bits,26.13584868403868810560
1028,velocityTheta,p75Bits,26.98993456970518423077
1028,velocityTheta,p95Bits,28.58137696543349548506
1028,velocityTheta,maxBits,31.61227025713359140013
1028,velocityTheta,meanBits,25.92505648288916475508
1028,radius,minBits,5.35441123271543162332
1028,radius,p5Bits,16.15071509155559681403
1028,radius,p25Bits,18.57111272589717287929
1028,radius,p50Bits,19.76354627927450025027
1028,radius,p75Bits,20.55819397054577990502
1028,radius,p95Bits,21.35436413210177875044
1028,radius,maxBits,21.87547246347581619830
1028,radius,meanBits,19.36480805295677853906
1028,total,minBits,79.89065681519355166529
1028,total,p5Bits,94.97543191601027956494
1028,total,p25Bits,105.42490962111179442218
1028,total,p50Bits,109.12156469315164031286
1028,total,p75Bits,112.62560040294852115039
1028,total,p95Bits,118.34648881968274736209
1028,total,maxBits,127.25722941092358553306
1028,total,meanBits,108.59046227212422763841
1029,positionMagTouching,minBits,1.00000000000000000000
1029,positionMagTouching,p5Bits,1.00000013436143930790
1029,positionMagTouching,p25Bits,17.55887851387153375526
1029,positionMagTouching,p50Bits,19.85535540444754687428
1029,positionMagTouching,p75Bits,22.24816573283732878963
1029,positionMagTouching,p95Bits,24.87286691068060662246
1029,positionMagTouching,maxBits,27.59362070563451396765
1029,positionMagTouching,meanBits,19.05722526275932438011
1029,positionTheta,minBits,18.09342417684500503583
1029,positionTheta,p5Bits,23.27835477644905637362
1029,positionTheta,p25Bits,25.12481076132333868145
1029,positionTheta,p50Bits,26.65935067853880724442
1029,positionTheta,p75Bits,27.76406054442918858172
1029,positionTheta,p95Bits,28.56610893836773712451
1029,positionTheta,maxBits,28.87177847608743519459
1029,positionTheta,meanBits,26.34184367113513403069
1029,velocityMag,minBits,12.07086575232912650790
1029,velocityMag,p5Bits,16.13003350846375028027
1029,velocityMag,p25Bits,17.32657598556139078028
1029,velocityMag,p50Bits,17.90262953455206940134
1029,velocityMag,p75Bits,18.47503148224209112982
1029,velocityMag,p95Bits,19.37301386807261138756
1029,velocityMag,maxBits,20.48269712387735808079
1029,velocityMag,meanBits,17.85712815134464648281
1029,velocityTheta,minBits,15.36287309174271875634
1029,velocityTheta,p5Bits,22.88731878368154326608
1029,velocityTheta,p25Bits,25.00642572080465342310
1029,velocityTheta,p50Bits,26.11494308181285717296
1029,velocityTheta,p75Bits,26.95644409883203707068
1029,velocityTheta,p95Bits,28.58704203410823296849
1029,velocityTheta,maxBits,31.61227025713359495285
1029,velocityTheta,meanBits,25.93630637908533387304
1029,radius,minBits,5.35441123271543162332
1029,radius,p5Bits,16.15071509155559681403
1029,radius,p25Bits,18.57111272589717287929
1029,radius,p50Bits,19.76322190166137104939
1029,radius,p75Bits,20.55819397054577990502
1029,radius,p95Bits,21.35436413210177875044
1029,radius,maxBits,21.87547246347581619830
1029,radius,meanBits,19.36451327113167408811
1029,total,minBits,78.80640445574968566689
1029,total,p5Bits,94.10844817987276655913
1029,total,p25Bits,105.49095897018179357474
1029,total,p50Bits,109.06837585632166565119
1029,total,p75Bits,112.62913287372249726559
1029,total,p95Bits,118.40538202266596101708
1029,total,maxBits,127.36960850184421190079
1029,total,meanBits,108.55701673545625851602
1030,positionMagTouching,minBits,1.00000000000000000000
1030,positionMagTouching,p5Bits,1.00000012361252643700
1030,positionMagTouching,p25Bits,17.58458187018570129112
1030,positionMagTouching,p50Bits,19.86026556458892144974
1030,positionMagTouching,p75Bits,22.23020677322103466622
1030,positionMagTouching,p95Bits,24.87156345712205052223
1030,positionMagTouching,maxBits,27.59198351693474293711
1030,positionMagTouching,meanBits,19.03854006042105950769
1030,positionTheta,minBits,16.71863835721059388106
1030,positionTheta,p5Bits,23.27459579873721651211
1030,positionTheta,p25Bits,25.10946512327623025840
1030,positionTheta,p50Bits,26.66304228534261611117
1030,positionTheta,p75Bits,27.76708613189158114665
1030,positionTheta,p95Bits,28.56384872080916892401
1030,positionTheta,maxBits,29.01025522278541757260
1030,positionTheta,meanBits,26.34530896400365307386
1030,velocityMag,minBits,12.35016189815057074952
1030,velocityMag,p5Bits,16.16597689310327012890
1030,velocityMag,p25Bits,17.28614546891405012730
1030,velocityMag,p50Bits,17.90735387382720489313
1030,velocityMag,p75Bits,18.46154523582523054870
1030,velocityMag,p95Bits,19.35327445311045124754
1030,velocityMag,maxBits,20.48269712387877916626
1030,velocityMag,meanBits,17.84517650748906802960
1030,velocityTheta,minBits,15.03347242321417809308
1030,velocityTheta,p5Bits,22.79039336546620120316
1030,velocityTheta,p25Bits,25.07468035052414379038
1030,velocityTheta,p50Bits,26.10728582919851348265
1030,velocityTheta,p75Bits,26.94149422831485196639
1030,velocityTheta,p95Bits,28.53873506688177741353
1030,velocityTheta,maxBits,31.61227025713359140013
1030,velocityTheta,meanBits,25.94503271652777343093
1030,radius,minBits,5.35441123271543162332
1030,radius,p5Bits,16.15071509155559681403
1030,radius,p25Bits,18.57394623151948209738
1030,radius,p50Bits,19.76441944661357297264
1030,radius,p75Bits,20.55919513248320384946
1030,radius,p95Bits,21.35662295373697716627
1030,radius,maxBits,21.87547246347581619830
1030,radius,meanBits,19.36697199107974753929
1030,total,minBits,77.57000300233960388141
1030,total,p5Bits,93.99700572898493078355
1030,total,p25Bits,105.55030086157378832468
1030,total,p50Bits,109.01317562236204139481
1030,total,p75Bits,112.52839692481745714758
1030,total,p95Bits,118.30016703061160399102
1030,total,maxBits,127.47444132991392962140
1030,total,meanBits,108.54103023952166040544
1031,positionMagTouching,minBits,1.00000000000000000000
1031,positionMagTouching,p5Bits,1.00000015585926860240
1031,positionMagTouching,p25Bits,17.61683716159652135502
1031,positionMagTouching,p50Bits,19.88342484018519584765
1031,positionMagTouching,p75Bits,22.24343796634007830448
1031,positionMagTouching,p95Bits,24.86609922914154680029
1031,positionMagTouching,maxBits,27.59035543193126827077
1031,positionMagTouching,meanBits,19.12045931793279507360
1031,positionTheta,minBits,18.37662556885409514962
1031,positionTheta,p5Bits,23.28117306559532195820
1031,positionTheta,p25Bits,25.12702633905107774126
1031,positionTheta,p50Bits,26.66911984341970054402
1031,positionTheta,p75Bits,27.78284290572154091592
1031,positionTheta,p95Bits,28.56367372543800442486
1031,positionTheta,maxBits,28.97847499815111405042
1031,positionTheta,meanBits,26.34998988114613283074
1031,velocityMag,minBits,12.83136968473518280121
1031,velocityMag,p5Bits,16.13333436577592294725
1031,velocityMag,p25Bits,17.25182171401969100089
1031,velocityMag,p50Bits,17.86880246657845106029
1031,velocityMag,p75Bits,18.43495695058167527236
1031,velocityMag,p95Bits,19.32994467384315484537
1031,velocityMag,maxBits,20.46768466062191293986
1031,velocityMag,meanBits,17.82345131186905362597
1031,velocityTheta,minBits,17.41701696754265071831
1031,velocityTheta,p5Bits,22.83632242237243659133
1031,velocityTheta,p25Bits,25.04140623709764668092
1031,velocityTheta,p50Bits,26.06217519729522535954
1031,velocityTheta,p75Bits,26.92404272986422597569
1031,velocityTheta,p95Bits,28.56985911450907167364
1031,velocityTheta,maxBits,31.61227025713359140013
1031,velocityTheta,meanBits,25.90513880780083511013
1031,radius,minBits,5.35441123271543162332
1031,radius,p5Bits,16.15071509155559681403
1031,radius,p25Bits,18.56693527436676305342
1031,radius,p50Bits,19.76322190166137104939
1031,radius,p75Bits,20.55819397054577990502
1031,radius,p95Bits,21.35436413210177875044
1031,radius,maxBits,21.87547246347581619830
1031,radius,meanBits,19.36447258089307865703
1031,total,minBits,78.71965812825642672124
1031,total,p5Bits,95.08253156413543649705
1031,total,p25Bits,105.42466132241958121085
1031,total,p50Bits,109.10150515800448545178
1031,total,p75Bits,112.50200111540236491692
1031,total,p95Bits,118.26669438419240520943
1031,total,maxBits,127.57270559895614780999
1031,total,meanBits,108.56351189964190950832
1032,positionMagTouching,minBits,1.00000000000000000000
1032,positionMagTouching,p5Bits,1.00000012361252643700
1032,positionMagTouching,p25Bits,17.63039209707914523051
1032,positionMagTouching,p50Bits,19.81055977747586638316
1032,positionMagTouching,p75Bits,22.23742464253278328101
1032,positionMagTouching,p95Bits,24.85562029344567136491
1032,positionMagTouching,maxBits,27.58873651270297955307
1032,positionMagTouching,meanBits,19.07734053775172355927
1032,positionTheta,minBits,14.81509326239623547394
1032,positionTheta,p5Bits,23.30176384324597549380
1032,positionTheta,p25Bits,25.12461708976132257476
1032,positionTheta,p50Bits,26.66544966304536856683
1032,positionTheta,p75Bits,27.78359241146164393399
1032,positionTheta,p95Bits,28.56432166666330019211
1032,positionTheta,maxBits,28.97408815879193255682
1032,positionTheta,meanBits,26.35558453093331365835
1032,velocityMag,minBits,11.49355484583803033161
1032,velocityMag,p5Bits,16.14162237597932048061
1032,velocityMag,p25Bits,17.28968519725310670765
1032,velocityMag,p50Bits,17.89037660351405634174
1032,velocityMag,p75Bits,18.47126465935639316740
1032,velocityMag,p95Bits,19.33466553330488579832
1032,velocityMag,maxBits,20.48480274268097645063
1032,velocityMag,meanBits,17.82952379047213398167
1032,velocityTheta,minBits,15.05309745822510691937
1032,velocityTheta,p5Bits,22.65210472873385683101
1032,velocityTheta,p25Bits,25.01439285968432457707
1032,velocityTheta,p50Bits,26.11407263390611177556
1032,velocityTheta,p75Bits,26.96835636093558363768
1032,velocityTheta,p95Bits,28.58137696543349548506
1032,velocityTheta,maxBits,31.61227025713359140013
1032,velocityTheta,meanBits,25.93095049688049869019
1032,radius,minBits,5.35441123271543162332
1032,radius,p5Bits,16.15071509155559681403
1032,radius,p25Bits,18.56693527436676305342
1032,radius,p50Bits,19.76322190166137104939
1032,radius,p75Bits,20.55819397054577990502
1032,radius,p95Bits,21.35436413210177875044
1032,radius,maxBits,21.87547246347581619830
1032,radius,meanBits,19.36447258089307510431
1032,total,minBits,81.26974659919582677503
1032,total,p5Bits,93.82944155131282570892
1032,total,p25Bits,105.53913458205757081032
1032,total,p50Bits,109.04811658279962216511
1032,total,p75Bits,112.50981806156643472150
1032,total,p95Bits,118.33092759787217573830
1032,total,maxBits,127.66520033790014565511
1032,total,meanBits,108.55787193693060999067
1033,positionMagTouching,minBits,1.00000000000000000000
1033,positionMagTouching,p5Bits,1.00000012361252643700
1033,positionMagTouching,p25Bits,17.61530631268311708482
1033,positionMagTouching,p50Bits,19.80191533117753621696
1033,positionMagTouching,p75Bits,22.21063414093885768352
1033,positionMagTouching,p95Bits,24.83788092557838211860
1033,positionMagTouching,maxBits,27.58712682126709125896
1033,positionMagTouching,meanBits,19.04983824461915631332
1033,positionTheta,minBits,16.50840161799320071623
1033,positionTheta,p5Bits,23.34720504020079090424
1033,positionTheta,p25Bits,25.14458927934168386287
1033,positionTheta,p50Bits,26.67600615561477894744
1033,positionTheta,p75Bits,27.78926148605415846760
1033,positionTheta,p95Bits,28.56544064945038741143
1033,positionTheta,maxBits,28.96970974034938350883
1033,positionTheta,meanBits,26.36388365747733431022
1033,velocityMag,minBits,12.28419456942608789518
1033,velocityMag,p5Bits,16.12616280329627471701
1033,velocityMag,p25Bits,17.31248734335349226399
1033,velocityMag,p50Bits,17.88094604884951621671
1033,velocityMag,p75Bits,18.47024070358948932835
1033,velocityMag,p95Bits,19.35432426752247891955
1033,velocityMag,maxBits,20.48698933118632226069
1033,velocityMag,meanBits,17.83896324499932717345
1033,velocityTheta,minBits,15.85298916077538144975
