step,attribute,stat,value
466,positionTheta,minBits,16.19120570608409792612
466,positionTheta,p5Bits,23.95657094105677487050
466,positionTheta,p25Bits,26.09190217689210200547
466,positionTheta,p50Bits,27.23545572568609074438
466,positionTheta,p75Bits,28.02329800045351859694
466,positionTheta,p95Bits,28.59021584879106114840
466,positionTheta,maxBits,28.95655022986068871660
466,positionTheta,meanBits,26.87649231831029794648
466,velocityMag,minBits,13.04070016238035378819
466,velocityMag,p5Bits,17.04179455031567158585
466,velocityMag,p25Bits,18.34128675395300689388
466,velocityMag,p50Bits,19.09933867149378272643
466,velocityMag,p75Bits,19.80469000305212290414
466,velocityMag,p95Bits,20.65894728195302576523
466,velocityMag,maxBits,21.76300783889978873731
466,velocityMag,meanBits,19.00940013387065619099
466,velocityTheta,minBits,18.52978392212698821595
466,velocityTheta,p5Bits,23.86372683167091324208
466,velocityTheta,p25Bits,26.13290556543821807622
466,velocityTheta,p50Bits,27.34837273468968277257
466,velocityTheta,p75Bits,28.55703436790888360974
466,velocityTheta,p95Bits,30.45311779467426305246
466,velocityTheta,maxBits,31.64598540332188392199
466,velocityTheta,meanBits,27.25921632429741592318
466,radius,minBits,5.35441123271543162332
466,radius,p5Bits,16.24204535956540240704
466,radius,p25Bits,18.60329217231329934634
466,radius,p50Bits,19.75909646317378332014
466,radius,p75Bits,20.56915864535721283346
466,radius,p95Bits,21.32711639458726438079
466,radius,maxBits,21.87547246347581619830
466,radius,meanBits,19.39371235899644929646
466,total,minBits,80.83638155698955074513
466,total,p5Bits,97.33781393500646572647
466,total,p25Bits,109.50212394872117727118
466,total,p50Bits,113.81790674510466487845
466,total,p75Bits,117.54067750265089387085
466,total,p95Bits,121.67772938600786858387
466,total,maxBits,126.00279700559440243524
466,total,meanBits,112.70556277609907169790
467,positionMagTouching,minBits,1.00000000000000000000
467,positionMagTouching,p5Bits,1.00000015585926860240
467,positionMagTouching,p25Bits,19.03115038698632943692
467,positionMagTouching,p50Bits,21.66956754416165864541
467,positionMagTouching,p75Bits,23.51470382106283452117
467,positionMagTouching,p95Bits,24.89697040008190498384
467,positionMagTouching,maxBits,27.22724087048502639163
467,positionMagTouching,meanBits,20.23152512361933830221
467,positionTheta,minBits,12.68585960189974315426
467,positionTheta,p5Bits,23.98652911053814662523
467,positionTheta,p25Bits,26.08497672397371758279
467,positionTheta,p50Bits,27.23005812878982467851
467,positionTheta,p75Bits,28.01394037120419255871
467,positionTheta,p95Bits,28.58585592279144549366
467,positionTheta,maxBits,28.93916480951823544387
467,positionTheta,meanBits,26.86886089946176880972
467,velocityMag,minBits,14.43014439132905124552
467,velocityMag,p5Bits,17.08070147827557150322
467,velocityMag,p25Bits,18.38315974109543304849
467,velocityMag,p50Bits,19.10145855710727147425
467,velocityMag,p75Bits,19.78650435379210392739
467,velocityMag,p95Bits,20.70377728295398256364
467,velocityMag,maxBits,21.92675297192114314271
467,velocityMag,meanBits,19.02630126381549402481
467,velocityTheta,minBits,12.83450864891182519045
467,velocityTheta,p5Bits,23.82725430363753815755
467,velocityTheta,p25Bits,26.14777254166667219692
467,velocityTheta,p50Bits,27.34486564942310238280
467,velocityTheta,p75Bits,28.51743430437570836489
467,velocityTheta,p95Bits,30.43607846712985320892
467,velocityTheta,maxBits,31.64598540332189102742
467,velocityTheta,meanBits,27.24983106675544064501
467,radius,minBits,5.35441123271543162332
467,radius,p5Bits,16.24204535956540240704
467,radius,p25Bits,18.60329217231329934634
467,radius,p50Bits,19.75909646317378332014
467,radius,p75Bits,20.56605806837199779125
467,radius,p95Bits,21.32373552252227710824
467,radius,maxBits,21.87547246347581619830
467,radius,meanBits,19.39397085488590732893
467,total,minBits,79.97668601769599661111
467,total,p5Bits,97.83758311951680752827
467,total,p25Bits,109.53196225097521221414
467,total,p50Bits,113.93004637749274365888
467,total,p75Bits,117.49093631558460515407
467,total,p95Bits,121.64973568305012463497
467,total,maxBits,126.04028576289320540127
467,total,meanBits,112.77048920853782476570
468,positionMagTouching,minBits,1.00000000000000000000
468,positionMagTouching,p5Bits,1.00000015585926860240
468,positionMagTouching,p25Bits,19.09520381156116997090
468,positionMagTouching,p50Bits,21.67821783447481820417
468,positionMagTouching,p75Bits,23.51703374542098501365
468,positionMagTouching,p95Bits,24.90497686934685717119
468,positionMagTouching,maxBits,27.22267663851483021631
468,positionMagTouching,meanBits,20.24354148231391903323
468,positionTheta,minBits,18.17692326538105618283
468,positionTheta,p5Bits,23.95023517038360338915
468,positionTheta,p25Bits,26.06407127407386425944
468,positionTheta,p50Bits,27.23612391648149255730
468,positionTheta,p75Bits,28.00478616478707039050
468,positionTheta,p95Bits,28.58391157134618509872
468,positionTheta,maxBits,28.92404743649801801553
468,positionTheta,meanBits,26.86727515466706961433
468,velocityMag,minBits,12.18032382240402355933
468,velocityMag,p5Bits,17.06634846287131423992
468,velocityMag,p25Bits,18.37653769456123598047
468,velocityMag,p50Bits,19.11421267338580420869
468,velocityMag,p75Bits,19.79293479382055664928
468,velocityMag,p95Bits,20.69683854468505046498
468,velocityMag,maxBits,21.92675297192632655197
468,velocityMag,meanBits,19.02835435987953260906
468,velocityTheta,minBits,16.28313690645587996642
468,velocityTheta,p5Bits,23.75204603403376779625
468,velocityTheta,p25Bits,26.12173878091586942674
468,velocityTheta,p50Bits,27.33854789656850670099
468,velocityTheta,p75Bits,28.51743430437570481217
468,velocityTheta,p95Bits,30.38149926940955580790
468,velocityTheta,maxBits,31.64598540332188747470
468,velocityTheta,meanBits,27.22641076499902368369
468,radius,minBits,5.35441123271543162332
468,radius,p5Bits,16.25093139206022030407
468,radius,p25Bits,18.60092250094180599262
468,radius,p50Bits,19.75822863554027364330
468,radius,p75Bits,20.56409502957113488719
468,radius,p95Bits,21.32373552252227710824
468,radius,maxBits,21.87547246347581619830
468,radius,meanBits,19.39296184102983033881
468,total,minBits,81.06839623859495702618
468,total,p5Bits,98.05564704173889367667
468,total,p25Bits,109.52389557228580940773
468,total,p50Bits,113.90415305569096915406
468,total,p75Bits,117.47220593296471236044
468,total,p95Bits,121.75876139237047368624
468,total,maxBits,126.01402180106167350004
468,total,meanBits,112.75854360288950317681
469,positionMagTouching,minBits,1.00000000000000000000
469,positionMagTouching,p5Bits,1.00000018273155433235
469,positionMagTouching,p25Bits,19.08051387971196533044
469,positionMagTouching,p50Bits,21.68007934240638689971
469,positionMagTouching,p75Bits,23.51914588267846539793
469,positionMagTouching,p95Bits,24.90154913681192638819
469,positionMagTouching,maxBits,27.21812323407636569073
469,positionMagTouching,meanBits,20.28693320639292352325
469,positionTheta,minBits,17.37995875699804315673
469,positionTheta,p5Bits,23.98117027162680514607
469,positionTheta,p25Bits,26.08371316319137989126
469,positionTheta,p50Bits,27.23163366895171222382
469,positionTheta,p75Bits,28.00333724657468437158
469,positionTheta,p95Bits,28.58561131929038978683
469,positionTheta,maxBits,28.94178959174288223721
469,positionTheta,meanBits,26.86884285791178683667
469,velocityMag,minBits,13.36561406320587508390
469,velocityMag,p5Bits,16.96431353745281001011
469,velocityMag,p25Bits,18.34425918024354018598
469,velocityMag,p50Bits,19.09198661762194149105
469,velocityMag,p75Bits,19.78235491943316048946
469,velocityMag,p95Bits,20.69185341290077673193
469,velocityMag,maxBits,21.92675297192281647085
469,velocityMag,meanBits,19.00194293640665321732
469,velocityTheta,minBits,17.77515191322899568149
469,velocityTheta,p5Bits,23.57379687630129083686
469,velocityTheta,p25Bits,26.09629898149157156695
469,velocityTheta,p50Bits,27.33469961823633198605
469,velocityTheta,p75Bits,28.49311964118858142569
469,velocityTheta,p95Bits,30.36359303370246820464
469,velocityTheta,maxBits,31.64598540332188747470
469,velocityTheta,meanBits,27.22199920504371917218
469,radius,minBits,5.35441123271543162332
469,radius,p5Bits,16.22868951187269104253
469,radius,p25Bits,18.60092250094180599262
469,radius,p50Bits,19.75909646317378332014
469,radius,p75Bits,20.56405078230370619963
469,radius,p95Bits,21.32180312485005657663
469,radius,maxBits,21.87547246347581619830
469,radius,meanBits,19.39130462874906868365
469,total,minBits,76.83172353712916446966
469,total,p5Bits,97.76009033381251356332
469,total,p25Bits,109.47075999719784533681
469,total,p50Bits,114.00216739051266756633
469,total,p75Bits,117.53238222873335416807
469,total,p95Bits,121.66208676123171983363
469,total,maxBits,125.88218052669358826279
469,total,meanBits,112.77102283450440722845
470,positionMagTouching,minBits,1.00000000000000000000
470,positionMagTouching,p5Bits,1.00000015585926860240
470,positionMagTouching,p25Bits,19.04117358608237609019
470,positionMagTouching,p50Bits,21.69875508826036991650
470,positionMagTouching,p75Bits,23.50520363366386078496
470,positionMagTouching,p95Bits,24.92216434619440690312
470,positionMagTouching,maxBits,27.21358098408011727543
470,positionMagTouching,meanBits,20.26555393456484921444
470,positionTheta,minBits,17.12479985637883928007
470,positionTheta,p5Bits,23.98552272782448824273
470,positionTheta,p25Bits,26.03032070315570578600
470,positionTheta,p50Bits,27.22556073142732913084
470,positionTheta,p75Bits,27.99545842379422921908
470,positionTheta,p95Bits,28.58090100128094590559
470,positionTheta,maxBits,28.86223500392263119352
470,positionTheta,meanBits,26.85419264397469163441
470,velocityMag,minBits,12.19163036260748711470
470,velocityMag,p5Bits,16.95028615534720017877
470,velocityMag,p25Bits,18.33424466232326821569
470,velocityMag,p50Bits,19.10157974503775335506
470,velocityMag,p75Bits,19.77851213649282868801
470,velocityMag,p95Bits,20.67118726377940518546
470,velocityMag,maxBits,21.92679753127609743046
470,velocityMag,meanBits,18.99986775878804579065
470,velocityTheta,minBits,16.64910137560683267566
470,velocityTheta,p5Bits,23.63013022276822994172
470,velocityTheta,p25Bits,26.02801515847919233693
470,velocityTheta,p50Bits,27.32517664529840217824
470,velocityTheta,p75Bits,28.44822860273501419215
470,velocityTheta,p95Bits,30.40379747921401687449
470,velocityTheta,maxBits,31.64598540332188747470
470,velocityTheta,meanBits,27.18218480302383710523
470,radius,minBits,5.35441123271543162332
470,radius,p5Bits,16.23474432713836534958
470,radius,p25Bits,18.60329217231329934634
470,radius,p50Bits,19.75797362821212743711
470,radius,p75Bits,20.56318060698367844452
470,radius,p95Bits,21.31983075298986562984
470,radius,maxBits,21.87547246347581619830
470,radius,meanBits,19.38963082377272328927
470,total,minBits,74.21890447720524264241
470,total,p5Bits,97.94367969090652081832
470,total,p25Bits,109.33939833075308456500
470,total,p50Bits,113.89289775489775990991
470,total,p75Bits,117.45853883656565130877
470,total,p95Bits,121.60732244110084820932
470,total,maxBits,125.73717934460238154770
470,total,meanBits,112.69142996412425361541
471,positionMagTouching,minBits,1.00000000000000000000
471,positionMagTouching,p5Bits,5.80702231764395904179
471,positionMagTouching,p25Bits,19.10892810780124051462
471,positionMagTouching,p50Bits,21.65326101940001990442
471,positionMagTouching,p75Bits,23.53352993541457038873
471,positionMagTouching,p95Bits,24.91331346256500012259
471,positionMagTouching,maxBits,27.21000284674846270150
471,positionMagTouching,meanBits,20.29314273717009697862
471,positionTheta,minBits,18.71709285801291500206
471,positionTheta,p5Bits,24.04982302736709698365
471,positionTheta,p25Bits,26.01688481279441944594
471,positionTheta,p50Bits,27.19979374957872053642
471,positionTheta,p75Bits,27.99085644052727417375
471,positionTheta,p95Bits,28.58656770735984053999
471,positionTheta,maxBits,28.85493199987312351595
471,positionTheta,meanBits,26.85192205580117885688
471,velocityMag,minBits,13.42489298813415743439
471,velocityMag,p5Bits,17.04257548337112737613
471,velocityMag,p25Bits,18.36640192952148709082
471,velocityMag,p50Bits,19.11241050080300141190
471,velocityMag,p75Bits,19.78481048222029059502
471,velocityMag,p95Bits,20.65315269919934593190
471,velocityMag,maxBits,21.79270738955599640008
471,velocityMag,meanBits,19.02153848253058043838
471,velocityTheta,minBits,11.69204924178123761180
471,velocityTheta,p5Bits,23.67682157361039685384
471,velocityTheta,p25Bits,26.13497443162578193210
471,velocityTheta,p50Bits,27.33891813356669686641
471,velocityTheta,p75Bits,28.48002346875286150407
471,velocityTheta,p95Bits,30.41845004366209792579
471,velocityTheta,maxBits,31.64620028067004042782
471,velocityTheta,meanBits,27.22191632529373350735
471,radius,minBits,5.35441123271543162332
471,radius,p5Bits,16.23474432713836534958
471,radius,p25Bits,18.60670432192623735546
471,radius,p50Bits,19.75955750697157853324
471,radius,p75Bits,20.56318060698367844452
471,radius,p95Bits,21.32180312485005657663
471,radius,maxBits,21.87547246347581619830
471,radius,meanBits,19.39281549014294014910
471,total,minBits,82.86104029958292471747
471,total,p5Bits,98.00360427017611186784
471,total,p25Bits,109.58918890114776445444
471,total,p50Bits,113.95685815513988359271
471,total,p75Bits,117.45221482083775299543
471,total,p95Bits,121.54868920069421278640
471,total,maxBits,125.57568825788050048686
471,total,meanBits,112.78133509093831321479
472,positionMagTouching,minBits,1.00000000000000000000
472,positionMagTouching,p5Bits,1.00000014511035573150
472,positionMagTouching,p25Bits,19.10070406803091813686
472,positionMagTouching,p50Bits,21.67813226141640114975
472,positionMagTouching,p75Bits,23.54479568226000196773
472,positionMagTouching,p95Bits,24.89878269343589778373
472,positionMagTouching,maxBits,27.20774443364233263765
472,positionMagTouching,meanBits,20.25427006817503539082
472,positionTheta,minBits,19.23348529383019211991
472,positionTheta,p5Bits,24.01881623958526290608
472,positionTheta,p25Bits,26.01820304641672265689
472,positionTheta,p50Bits,27.21790681937854472494
472,positionTheta,p75Bits,27.99890481300919020669
472,positionTheta,p95Bits,28.59055779583196255089
472,positionTheta,maxBits,28.85635789647367843713
472,positionTheta,meanBits,26.85567634017694516047
472,velocityMag,minBits,12.84584931635797033778
472,velocityMag,p5Bits,17.03732126186108075672
472,velocityMag,p25Bits,18.34061893373856122480
472,velocityMag,p50Bits,19.08554833959956198441
472,velocityMag,p75Bits,19.78053635331982818002
472,velocityMag,p95Bits,20.65298155351487707776
472,velocityMag,maxBits,21.79270738957273323422
472,velocityMag,meanBits,19.00913899040953936037
472,velocityTheta,minBits,14.13827221731073180422
472,velocityTheta,p5Bits,23.70098808054907735254
472,velocityTheta,p25Bits,26.10241102155758241565
472,velocityTheta,p50Bits,27.34579757035218960937
472,velocityTheta,p75Bits,28.51743430437570481217
472,velocityTheta,p95Bits,30.44096346536481334510
472,velocityTheta,maxBits,31.64598540332189102742
472,velocityTheta,meanBits,27.22690566260279965149
472,radius,minBits,5.35441123271543162332
472,radius,p5Bits,16.22868951187269104253
472,radius,p25Bits,18.60670432192623735546
472,radius,p50Bits,19.75909646317378332014
472,radius,p75Bits,20.56238592477624038679
472,radius,p95Bits,21.32180312485005657663
472,radius,maxBits,21.87547246347581619830
472,radius,meanBits,19.39307295279297704838
472,total,minBits,76.91677918425878601738
472,total,p5Bits,98.03842429430351046449
472,total,p25Bits,109.58206298163841552196
472,total,p50Bits,113.93747770376982941798
472,total,p75Bits,117.55145994266982256704
472,total,p95Bits,121.51898357287061003262
472,total,maxBits,125.41039790483071669769
472,total,meanBits,112.73906401415773359531
473,positionMagTouching,minBits,1.00000000000000000000
473,positionMagTouching,p5Bits,1.00000013973589574334
473,positionMagTouching,p25Bits,19.04305733592357796624
473,positionMagTouching,p50Bits,21.68758380713962452546
473,positionMagTouching,p75Bits,23.53934104867785137571
473,positionMagTouching,p95Bits,24.90232865155706321048
473,positionMagTouching,maxBits,27.77232798734593899326
473,positionMagTouching,meanBits,20.23332528607602753823
473,positionTheta,minBits,16.10179195513878624979
473,positionTheta,p5Bits,24.04209697272595036566
473,positionTheta,p25Bits,26.01413670159397284465
473,positionTheta,p50Bits,27.22274408069809581434
473,positionTheta,p75Bits,27.99641622996789180888
473,positionTheta,p95Bits,28.59068909133158342684
473,positionTheta,maxBits,28.82671385072693581719
473,positionTheta,meanBits,26.85364295012905344606
473,velocityMag,minBits,12.75790893644598256174
473,velocityMag,p5Bits,17.01065430619428298087
473,velocityMag,p25Bits,18.35036781803894712084
473,velocityMag,p50Bits,19.10264933400317488577
473,velocityMag,p75Bits,19.79200755472629680298
473,velocityMag,p95Bits,20.68116831765868113280
473,velocityMag,maxBits,21.81784918407377560357
473,velocityMag,meanBits,19.00927066358294936776
473,velocityTheta,minBits,15.75124503959987087853
473,velocityTheta,p5Bits,23.77812627802319056514
473,velocityTheta,p25Bits,26.08133203156674539969
473,velocityTheta,p50Bits,27.33854789656852091184
473,velocityTheta,p75Bits,28.49436972607703566496
473,velocityTheta,p95Bits,30.44096346536481334510
473,velocityTheta,maxBits,31.64598540332188392199
473,velocityTheta,meanBits,27.23501984559904443017
473,radius,minBits,5.35441123271543162332
473,radius,p5Bits,16.23474432713836534958
473,radius,p25Bits,18.60722248465113892735
473,radius,p50Bits,19.75909646317378332014
473,radius,p75Bits,20.56238592477624038679
473,radius,p95Bits,21.32180312485005657663
473,radius,maxBits,21.87547246347581619830
473,radius,meanBits,19.39487229638170617818
473,total,minBits,78.84492600202192136294
473,total,p5Bits,97.44786297085603621326
473,total,p25Bits,109.44679825598275613174
473,total,p50Bits,113.93486797056992543276
473,total,p75Bits,117.45397772258418456204
473,total,p95Bits,121.54326842733939884056
473,total,maxBits,125.45897985938192675803
473,total,meanBits,112.72613104176880938212
474,positionMagTouching,minBits,1.00000000000000000000
474,positionMagTouching,p5Bits,1.00000012898698287245
474,positionMagTouching,p25Bits,18.97451850576977960827
474,positionMagTouching,p50Bits,21.68531763689667357653
474,positionMagTouching,p75Bits,23.54113046083402238651
474,positionMagTouching,p95Bits,24.89566754788035041202
474,positionMagTouching,maxBits,27.77861606058539578612
474,positionMagTouching,meanBits,20.17535397440922295687
474,positionTheta,minBits,20.02491814040489970239
474,positionTheta,p5Bits,23.98522004996789291908
474,positionTheta,p25Bits,26.05272023341105480654
474,positionTheta,p50Bits,27.23807725610991781195
474,positionTheta,p75Bits,28.00754621201372884798
474,positionTheta,p95Bits,28.58314102991016625310
474,positionTheta,maxBits,28.84673699987845552073
474,positionTheta,meanBits,26.86935165290914540037
474,velocityMag,minBits,12.53442886082742901976
474,velocityMag,p5Bits,17.00386860423773782713
474,velocityMag,p25Bits,18.33765868416569588817
474,velocityMag,p50Bits,19.08672763271674455154
474,velocityMag,p75Bits,19.79740402142658339812
474,velocityMag,p95Bits,20.65587748597037531795
474,velocityMag,maxBits,21.70483296850144228074
474,velocityMag,meanBits,19.00904993176020596479
474,velocityTheta,minBits,17.87742153405837441937
474,velocityTheta,p5Bits,23.60122042207472148334
474,velocityTheta,p25Bits,26.08991081302538361797
474,velocityTheta,p50Bits,27.36071804777916582907
474,velocityTheta,p75Bits,28.50622996246104889906
474,velocityTheta,p95Bits,30.38033481421249248910
474,velocityTheta,maxBits,31.63103304943177107589
474,velocityTheta,meanBits,27.21551597482933715355
474,radius,minBits,5.35441123271543162332
474,radius,p5Bits,16.23474432713836534958
474,radius,p25Bits,18.60670432192623735546
474,radius,p50Bits,19.75955750697157853324
474,radius,p75Bits,20.56318060698367844452
474,radius,p95Bits,21.32373552252227710824
474,radius,maxBits,21.87547246347581619830
474,radius,meanBits,19.39349936755147041367
474,total,minBits,81.65331029404509877168
474,total,p5Bits,96.78122889168224673995
474,total,p25Bits,109.40344679644056213874
474,total,p50Bits,113.79302543934893776623
474,total,p75Bits,117.61055588424775919520
474,total,p95Bits,121.64247618961405805749
474,total,maxBits,125.50711074362014585404
474,total,meanBits,112.66277090145919714814
475,positionMagTouching,minBits,1.00000000000000000000
475,positionMagTouching,p5Bits,1.00000012898698287245
475,positionMagTouching,p25Bits,18.95998158806239430874
475,positionMagTouching,p50Bits,21.69157017063089654130
475,positionMagTouching,p75Bits,23.53042607041557943148
475,positionMagTouching,p95Bits,24.90285602528403074984
475,positionMagTouching,maxBits,27.78386361153784989142
475,positionMagTouching,meanBits,20.15861295817628473515
475,positionTheta,minBits,14.37460822110376845728
475,positionTheta,p5Bits,23.91466448373497399871
475,positionTheta,p25Bits,26.08894806314842895745
475,positionTheta,p50Bits,27.22663649234915084207
475,positionTheta,p75Bits,28.01550314280018127988
475,positionTheta,p95Bits,28.58185046848362986793
475,positionTheta,maxBits,28.85227622986370832336
475,positionTheta,meanBits,26.85982426463558070395
475,velocityMag,minBits,13.16778787224961888569
475,velocityMag,p5Bits,17.00298595432483850232
475,velocityMag,p25Bits,18.31385357893205778623
475,velocityMag,p50Bits,19.08676575360282612337
475,velocityMag,p75Bits,19.78359889585377828780
475,velocityMag,p95Bits,20.66927189377892659650
475,velocityMag,maxBits,21.70947367249245019138
475,velocityMag,meanBits,18.99386244439723725463
475,velocityTheta,minBits,17.20664251847438208642
475,velocityTheta,p5Bits,23.67150643394488795934
475,velocityTheta,p25Bits,26.08801861090259777143
475,velocityTheta,p50Bits,27.32189059213855131247
475,velocityTheta,p75Bits,28.49686144518788211144
475,velocityTheta,p95Bits,30.39986602538817450636
475,velocityTheta,maxBits,31.63902521010191293271
475,velocityTheta,meanBits,27.22083575619045348049
475,radius,minBits,5.35441123271543162332
475,radius,p5Bits,16.25870341998378520998
475,radius,p25Bits,18.60670432192623735546
475,radius,p50Bits,19.75955750697157853324
475,radius,p75Bits,20.56318060698367844452
475,radius,p95Bits,21.32763516982815588108
475,radius,maxBits,21.87547246347581619830
475,radius,meanBits,19.39628428949113825297
475,total,minBits,79.37266679685964732016
475,total,p5Bits,97.18932811154516571150
475,total,p25Bits,109.20747927912391617156
475,total,p50Bits,113.84289620348106097936
475,total,p75Bits,117.56231838743521223023
475,total,p95Bits,121.57580727242164186919
475,total,maxBits,125.91672571551998771611
475,total,meanBits,112.62941971289059495120
476,positionMagTouching,minBits,1.00000000000000000000
476,positionMagTouching,p5Bits,1.00000012898698287245
476,positionMagTouching,p25Bits,18.99292936329434411391
476,positionMagTouching,p50Bits,21.68245097023809364600
476,positionMagTouching,p75Bits,23.52446424607792252459
476,positionMagTouching,p95Bits,24.89498058252776502286
476,positionMagTouching,maxBits,27.78909457601967858409
476,positionMagTouching,meanBits,20.18097526098004479422
476,positionTheta,minBits,17.49173483344625168456
476,positionTheta,p5Bits,23.98305267355146241925
476,positionTheta,p25Bits,26.07758746671667537953
476,positionTheta,p50Bits,27.23064141831648754533
476,positionTheta,p75Bits,27.99933957634414127824
476,positionTheta,p95Bits,28.58561157543704212003
476,positionTheta,maxBits,28.83214746881888856933
476,positionTheta,meanBits,26.86332093526609554601
476,velocityMag,minBits,12.80780038296062173231
476,velocityMag,p5Bits,17.01104098203392567257
476,velocityMag,p25Bits,18.29454978045546909016
476,velocityMag,p50Bits,19.05760229032676633665
476,velocityMag,p75Bits,19.79726433083403236424
476,velocityMag,p95Bits,20.66858071069086477678
476,velocityMag,maxBits,21.70947367251905646413
476,velocityMag,meanBits,18.99362762502153856303
476,velocityTheta,minBits,17.45068579441598899393
476,velocityTheta,p5Bits,23.90141944297080556225
476,velocityTheta,p25Bits,26.13816241986758370786
476,velocityTheta,p50Bits,27.34240401209846282882
476,velocityTheta,p75Bits,28.47681285478216750562
476,velocityTheta,p95Bits,30.44096346536481334510
476,velocityTheta,maxBits,31.63902521010191293271
476,velocityTheta,meanBits,27.24191760979282150856
476,radius,minBits,5.35441123271543162332
476,radius,p5Bits,16.25870341998378520998
476,radius,p25Bits,18.60706172562900917455
476,radius,p50Bits,19.75955750697157853324
476,radius,p75Bits,20.56238592477624038679
476,radius,p95Bits,21.32711639458726438079
476,radius,maxBits,21.87547246347581619830
476,radius,meanBits,19.39692612411466399180
476,total,minBits,78.40133073295555732329
476,total,p5Bits,96.89177635866840887502
476,total,p25Bits,109.32470742258922768997
476,total,p50Bits,114.00512991552484720614
476,total,p75Bits,117.54419654655403348897
476,total,p95Bits,121.59362623794984870074
476,total,maxBits,125.39029549457207224350
476,total,meanBits,112.67676755517531717032
477,positionMagTouching,minBits,1.00000000000000000000
477,positionMagTouching,p5Bits,1.00000013973589574334
477,positionMagTouching,p25Bits,18.88356009491951681412
477,positionMagTouching,p50Bits,21.67044973118223794017
477,positionMagTouching,p75Bits,23.53418130889870596434
477,positionMagTouching,p95Bits,24.88326572898908750631
477,positionMagTouching,maxBits,27.25863228576102414991
477,positionMagTouching,meanBits,20.16518126387126130794
477,positionTheta,minBits,18.81087919310853706634
477,positionTheta,p5Bits,23.98363127865998123411
477,positionTheta,p25Bits,26.05846002942434935790
477,positionTheta,p50Bits,27.23696634257198567752
477,positionTheta,p75Bits,27.99321253141788901075
477,positionTheta,p95Bits,28.58074620005422517011
477,positionTheta,maxBits,28.89893836048391406734
477,positionTheta,meanBits,26.86542865912327826550
477,velocityMag,minBits,12.68322161528189440105
477,velocityMag,p5Bits,16.90035895356402306788
477,velocityMag,p25Bits,18.29038097378725069575
477,velocityMag,p50Bits,19.08239851795585906302
477,velocityMag,p75Bits,19.77780989506197073524
477,velocityMag,p95Bits,20.65641659659144835359
477,velocityMag,maxBits,21.70947367250481718770
477,velocityMag,meanBits,18.97390878312587858545
477,velocityTheta,minBits,13.74689625491070543717
477,velocityTheta,p5Bits,23.67150643394488795934
477,velocityTheta,p25Bits,26.00718629249156066408
477,velocityTheta,p50Bits,27.34319902017547931905
477,velocityTheta,p75Bits,28.49719186450932539856
477,velocityTheta,p95Bits,30.45619884442396951840
477,velocityTheta,maxBits,31.63902521010191648543
477,velocityTheta,meanBits,27.19819828807682782212
477,radius,minBits,5.35441123271543162332
477,radius,p5Bits,16.25093139206022030407
477,radius,p25Bits,18.60670432192623735546
477,radius,p50Bits,19.75970644570188738953
477,radius,p75Bits,20.56325251058935776882
477,radius,p95Bits,21.32711639458726438079
477,radius,maxBits,21.87547246347581619830
477,radius,meanBits,19.39614022556810368769
477,total,minBits,75.04270101506921264445
477,total,p5Bits,97.54574012260061977031
477,total,p25Bits,109.15734413562366000860
477,total,p50Bits,113.83275082813399592396
477,total,p75Bits,117.58721725043089634255
477,total,p95Bits,121.68230468205342731380
477,total,maxBits,125.54739249452207161539
477,total,meanBits,112.59885721976539230127
478,positionMagTouching,minBits,1.00000000000000000000
478,positionMagTouching,p5Bits,1.00000016660818502601
478,positionMagTouching,p25Bits,18.96074229355875218062
478,positionMagTouching,p50Bits,21.67612646998871284154
478,positionMagTouching,p75Bits,23.54541805512391761113
478,positionMagTouching,p95Bits,24.88475945604549366408
478,positionMagTouching,maxBits,27.69631803659423496811
478,positionMagTouching,meanBits,20.23221501753605267027
478,positionTheta,minBits,18.35773500973467520225
478,positionTheta,p5Bits,24.04048438141180099592
478,positionTheta,p25Bits,26.02301235147809421733
478,positionTheta,p50Bits,27.23822072561073426300
478,positionTheta,p75Bits,27.98900616223911796965
478,positionTheta,p95Bits,28.58760809199350916288
478,positionTheta,maxBits,28.85349365836098201044
478,positionTheta,meanBits,26.86514036450300224601
478,velocityMag,minBits,11.99390571198292221311
478,velocityMag,p5Bits,17.05387826164403364260
478,velocityMag,p25Bits,18.32015421684594969065
478,velocityMag,p50Bits,19.08742225997973207541
478,velocityMag,p75Bits,19.78524137433084462145
478,velocityMag,p95Bits,20.65587748593849681811
478,velocityMag,maxBits,21.70947367247056547512
478,velocityMag,meanBits,18.99946776758649136241
478,velocityTheta,minBits,17.71627733498578294302
478,velocityTheta,p5Bits,23.82677472803180762639
478,velocityTheta,p25Bits,26.09672582366552617827
478,velocityTheta,p50Bits,27.33625122155798337076
478,velocityTheta,p75Bits,28.49170773420619440230
478,velocityTheta,p95Bits,30.44731147807774718217
478,velocityTheta,maxBits,31.63902521010191648543
478,velocityTheta,meanBits,27.22180589614483281480
478,radius,minBits,5.35441123271543162332
478,radius,p5Bits,16.25093139206022030407
478,radius,p25Bits,18.60463236538501874406
478,radius,p50Bits,19.75970644570188738953
478,radius,p75Bits,20.56325251058935776882
478,radius,p95Bits,21.32763516982815588108
478,radius,maxBits,21.87547246347581619830
478,radius,meanBits,19.39495037462839022169
478,total,minBits,79.71104290422411509098
478,total,p5Bits,98.23149734343367356360
478,total,p25Bits,109.34434099690989228293
478,total,p50Bits,113.89753999807331297234
478,total,p75Bits,117.54194541088675407536
